qid,map
516,1.000000
517,0.000000
518,0.500000
519,0.000000
52,0.000000
520,0.000000
521,0.000000
522,0.142857
523,0.250000
524,0.000000
525,0.125000
526,1.000000
527,0.000000
528,0.023810
529,0.000000
53,0.012500
530,0.200000
531,0.090909
532,0.000000
533,0.023256
534,0.052632
535,0.031250
536,0.500000
537,0.250000
538,0.000000
539,0.125000
54,0.500000
540,0.000000
541,1.000000
542,0.333333
543,0.000000
544,0.000000
545,0.033333
546,0.166667
547,0.333333
548,0.333333
549,0.083333
55,0.000000
550,0.000000
551,0.333333
552,0.000000
553,1.000000
554,0.000000
555,0.000000
556,0.000000
557,0.028571
558,0.000000
559,0.000000
56,0.000000
560,0.000000
561,1.000000
562,0.333333
563,0.000000
564,0.000000
565,0.000000
566,0.000000
567,0.100000
568,0.100490
569,0.058824
57,0.142857
570,0.250000
571,1.000000
572,0.000000
573,0.250000
574,0.142857
575,0.000000
576,0.000000
577,1.000000
578,0.200000
579,0.021277
58,0.000000
580,0.000000
581,0.000000
582,1.000000
583,0.500000
584,0.000000
585,0.500000
586,0.000000
587,1.000000
588,0.142857
589,1.000000
59,0.000000
590,0.000000
591,0.000000
592,0.000000
593,0.000000
594,0.166667
595,0.000000
596,1.000000
6,0.142857
60,0.000000
61,0.000000
62,0.000000
63,0.000000
64,0.000000
65,0.000000
66,0.000000
67,0.000000
68,0.014286
69,0.000000
7,0.058824
70,0.000000
71,0.000000
72,0.025641
73,0.040000
74,0.038462
75,0.000000
76,0.000000
77,0.000000
78,0.000000
79,0.000000
8,0.100877
80,0.000000
81,0.500000
82,0.000000
83,0.062500
84,0.000000
85,0.000000
86,0.000000
87,0.000000
88,0.000000
89,0.076923
9,0.000000
90,0.038462
91,0.030303
92,0.000000
93,0.000000
94,0.000000
95,0.000000
96,0.222222
97,0.022222
98,0.333333
99,0.000000
